"phecode","phecode_string","sex","leaf","phecode_top","category"
"228.1","Hemangioma of skin and subcutaneous tissue","Both",1,"228","neoplasms"
"214.1","Lipoma of skin and subcutaneous tissue","Both",1,"214","neoplasms"
"112.3","Candidiasis of skin and nails","Both",1,"112","infectious diseases"
"938.2","Chronic dermatitis due to solar radiation","Both",1,"938","dermatologic"
"938.1","Acute dermatitis due to solar radiation","Both",1,"938","dermatologic"
"793","Nonspecific abnormal findings on radiological and other examination of musculoskeletal system","Both",0,"793","symptoms"
"656.4","Hemorrhage of fetus or newborn","Both",1,"656","pregnancy complications"
"452.1","Iatrogenic pulmonary embolism and infarction","Both",1,"452.1","circulatory system"
"654.2","Rhesus isoimmunization in pregnancy","Female",1,"654.2","pregnancy complications"
"656.5","Hematological disorders of newborn","Both",1,"656","pregnancy complications"
"656.6","Perinatal disorders of digestive system","Both",1,"656","pregnancy complications"
"656.7","Conditions involving the integument and temperature regulation of fetus and newborn","Both",1,"656","pregnancy complications"
"656.8","Perinatal jaundice","Both",1,"656","pregnancy complications"
"656.9","Neonatal bradycardia or tachycardia","Both",1,"656","pregnancy complications"
"657","Infections specific to the perinatal period","Both",1,"657","pregnancy complications"
"658","Maternal complication of pregnancy affecting fetus or newborn","Female",0,"658","pregnancy complications"
"327.41","Organic or persistent insomnia","Both",1,"327","neurological"
"286.2","Encounter for long-term (current) use of anticoagulants","Both",1,"286.2","hematopoietic"
"286.3","Coagulation defects complicating pregnancy or postpartum","Female",1,"286.3","hematopoietic"
"286.4","Acquired coagulation factor deficiency","Both",1,"286","hematopoietic"
"286.7","Other and unspecified coagulation defects","Both",1,"286","hematopoietic"
"510.2","Lung transplant","Both",1,"510.2","respiratory"
"860","Bone marrow or stem cell transplant","Both",1,"860","neoplasms"
"244.4","Hypothyroidism NOS","Both",1,"244","endocrine/metabolic"
"259.2","Carcinoid syndrome","Both",1,"259.2","endocrine/metabolic"
"374.2","Lagophthalmos","Both",1,"374","sense organs"
"374.6","Dermatochalasis","Both",1,"374","sense organs"
"316.1","Polyneuropathy due to drugs","Both",1,"316","mental disorders"
"277.2","Other disorders of purine and pyrimidine metabolism","Both",1,"277","endocrine/metabolic"
"277.1","Disorders of porphyrin metabolism","Both",1,"277","endocrine/metabolic"
"980","Encounter for long-term (current) use of antibiotics","Both",1,"980","infectious diseases"
"444.2","Embolism and thrombosis of abdominal aorta","Both",1,"444","circulatory system"
"509.3","Pulmonary insufficiency or respiratory failure following trauma and surgery","Both",1,"509","respiratory"
"509.5","Respiratory arrest","Both",1,"509","respiratory"
"509.8","Dependence on respirator [Ventilator] or supplemental oxygen","Both",1,"509","respiratory"
"539","Bariatric surgery","Both",1,"539","digestive"
"749.2","Congenital anomalies of skull and face bones","Both",1,"749","congenital anomalies"
"514.2","Solitary pulmonary nodule","Both",1,"514.2","respiratory"
"958.1","Postoperative shock","Both",1,"958","injuries & poisonings"
"958.2","Traumatic and surgical subcutaneous emphysema","Both",1,"958","injuries & poisonings"
"530.9","Heartburn","Both",1,"530.9","digestive"
"292.11","Aphasia","Both",1,"292","mental disorders"
"292.12","Symbolic dysfunction","Both",1,"292","mental disorders"
"756.3","Congenital anomalies of muscle, tendon, fascia, and connective tissue","Both",1,"756","congenital anomalies"
"756.5","Congenital osteodystrophies","Both",1,"756","congenital anomalies"
"295.3","Psychosis","Both",1,"295","mental disorders"
"368.91","Psychophysical visual disturbances","Both",1,"368","sense organs"
"306.9","Tension headache","Both",1,"306","mental disorders"
"426.24","Atrioventricular block, complete","Both",1,"426","circulatory system"
"426.25","Other heart block","Both",1,"426","circulatory system"
"425.11","Hypertrophic obstructive cardiomyopathy","Both",1,"425","circulatory system"
"425.12","Other hypertrophic cardiomyopathy","Both",1,"425","circulatory system"
"331.1","Hydrocephalus","Both",1,"331","neurological"
"297.2","Suicide or self-inflicted injury","Both",1,"297","mental disorders"
"716.3","Kaschin-Beck disease","Both",1,"716","musculoskeletal"
"716.8","Palindromic rheumatism","Both",1,"716","musculoskeletal"
"323.8","Encephalitis, non-infectious","Both",1,"323","neurological"
"323.2","Acute (transverse) myelitis","Both",1,"323","neurological"
"348.4","Cerebral cysts","Both",1,"348","neurological"
"348.8","Encephalopathy, not elsewhere classified","Both",1,"348","neurological"
"348.7","Coma","Both",1,"348.7","neurological"
"291.8","Alteration of consciousness","Both",1,"291","mental disorders"
"259.3","Delay in sexual development and puberty NEC","Both",1,"259.3","endocrine/metabolic"
"259.4","Precocious sexual development and puberty NEC","Both",1,"259.4","endocrine/metabolic"
"254","Diseases of thymus gland","Both",1,"254","endocrine/metabolic"
"555.21","Ulcerative colitis (chronic)","Both",1,"555","digestive"
"081.1","Graft-versus-host disease","Both",0,"081","infectious diseases"
"081.11","Acute graft-versus-host disease","Both",1,"081","infectious diseases"
"081.12","Chronic graft-versus-host disease","Both",1,"081","infectious diseases"
"585.33","Chronic Kidney Disease, Stage III","Both",1,"585","genitourinary"
"585.34","Chronic Kidney Disease, Stage IV","Both",1,"585","genitourinary"
"756.21","Pectus excavatum","Both",1,"756","congenital anomalies"
"756.22","Pectus carinatum","Both",1,"756","congenital anomalies"
"331.9","Cerebral degeneration, unspecified","Both",1,"331","neurological"
"286.81","Primary hypercoagulable state","Both",1,"286","hematopoietic"
"359.1","Muscular dystrophies","Both",1,"359","neurological"
"359.2","Myopathy","Both",1,"359","neurological"
"586.11","Small kidney","Both",1,"586","genitourinary"
"586.12","Vesicoureteral reflux","Both",1,"586","genitourinary"
"275.11","Hereditary hemochromatosis","Both",1,"275","hematopoietic"
"573.6","Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]","Both",1,"573.6","digestive"
"070.9","Hepatitis NOS","Both",1,"070.9","infectious diseases"
"362.1","Retinopathy of prematurity","Both",1,"362","sense organs"
"362.31","Separation of retinal layers","Both",1,"362","sense organs"
"362.5","Toxic maculopathy of retina","Both",1,"362","sense organs"
"362.3","Other nondiabetic retinopathy","Both",0,"362","sense organs"
"286.13","Congenital factor VIII disorder","Both",1,"286","hematopoietic"
"270.12","Phenylketonuria [PKU]","Both",1,"270","endocrine/metabolic"
"270.21","Disorders of urea cycle metabolism","Both",1,"270","endocrine/metabolic"
"270.34","Alpha-1-antitrypsin deficiency","Both",1,"270","endocrine/metabolic"
"270.35","Macroglobulinemia","Both",1,"270","endocrine/metabolic"
"264.1","Short stature","Both",1,"264","endocrine/metabolic"
"264.3","Delayed milestones","Both",1,"264","endocrine/metabolic"
"264.9","Lack of normal physiological development, unspecified","Both",1,"264","endocrine/metabolic"
"260.21","Kwashiorkor","Both",1,"260","endocrine/metabolic"
"260.22","Nutritional marasmus","Both",1,"260","endocrine/metabolic"
"258.1","Postablative ovarian failure","Female",1,"258.1","endocrine/metabolic"
"256.1","Hyperestrogenism","Both",1,"256","endocrine/metabolic"
"255.21","Glucocorticoid deficiency","Both",1,"255","endocrine/metabolic"
"255.22","Mineralocorticoid deficiency","Both",1,"255","endocrine/metabolic"
"255.13","Medulloadrenal hyperfunction","Both",1,"255","endocrine/metabolic"
"253.11","Acromegaly and gigantism","Both",1,"253","endocrine/metabolic"
"253.5","Pituitary dwarfism","Both",1,"253","endocrine/metabolic"
"253.7","Other disorders of neurohypophysis","Both",1,"253","endocrine/metabolic"
"245.21","Chronic lymphocytic thyroiditis","Both",1,"245","endocrine/metabolic"
"242.31","Thyrotoxic exophthalmos","Both",1,"242","endocrine/metabolic"
"229.1","Benign neoplasm of lymph nodes","Both",1,"229","neoplasms"
"227.1","Benign neoplasm of adrenal gland","Both",1,"227","neoplasms"
"227.2","Benign neoplasm of parathyroid gland","Both",1,"227","neoplasms"
"227.3","Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)","Both",1,"227","neoplasms"
"225.1","Benign neoplasm of brain, cranial nerves, meninges","Both",1,"225","neoplasms"
"225.2","Benign neoplasm of spinal cord, meninges","Both",1,"225","neoplasms"
"283.21","Hemolytic-uremic syndrome","Both",1,"283","hematopoietic"
"284.2","Constitutional aplastic anemia","Both",1,"284","hematopoietic"
"287.2","Allergic purpura","Both",1,"287","hematopoietic"
"287.4","Qualitative platelet defects","Both",1,"287","hematopoietic"
"289.1","Myelofibrosis","Both",1,"289","hematopoietic"
"346.1","Nonspecific abnormal findings on radiological and other examination of skull and head","Both",1,"346.1","neurological"
"346.2","Nonspecific abnormal results of function study of brain and central nervous system","Both",1,"346","neurological"
"346.3","Nonspecific abnormal findings in cerebrospinal fluid","Both",1,"346.3","neurological"
"579.8","Nonspecific abnormal findings in stool contents","Both",1,"579.8","digestive"
"579.2","Splenomegaly","Both",1,"579","digestive"
"701.6","Acquired acanthosis nigricans","Both",1,"701","dermatologic"
"704.12","Telogen effluvium","Both",1,"704","dermatologic"
"715.3","Spinal enthesopathy","Both",1,"715","musculoskeletal"
"789.1","Persistent vomiting","Both",1,"789","symptoms"
"781.1","Loss of height","Both",1,"781.1","symptoms"
"781.2","Abnormal posture","Both",1,"781.2","symptoms"
"783.1","Postprocedural fever","Both",1,"783","symptoms"
"792.1","Papanicolaou smear of cervix or vagina with atypical squamous cells","Female",1,"792","genitourinary"
"795.81","Elevated carcinoembryonic antigen [CEA]","Both",1,"795.8","symptoms"
"795.82","Elevated cancer antigen 125 [CA 125]","Both",1,"795.8","symptoms"
"797.1","Cardiogenic shock","Both",1,"797","symptoms"
"573.1","Chronic passive congestion of liver","Both",1,"573","digestive"
"727.1","Synovitis and tenosynovitis","Both",1,"727","musculoskeletal"
"727.2","Bursitis disorders","Both",1,"727","musculoskeletal"
"727.4","Ganglion and cyst of synovium, tendon, and bursa","Both",1,"727","musculoskeletal"
"727.5","Rupture of synovium","Both",1,"727","musculoskeletal"
"727.6","Rupture of tendon, nontraumatic","Both",1,"727","musculoskeletal"
"727.7","Contracture of tendon (sheath)","Both",1,"727","musculoskeletal"
"727.8","Plica syndrome","Both",1,"727","musculoskeletal"
"728.2","Laxity of ligament or hypermobility syndrome","Both",1,"728.2","musculoskeletal"
"729.1","Rheumatism, unspecified and fibrositis","Both",1,"729","musculoskeletal"
"729.7","Nontraumatic compartment syndrome","Both",1,"729.7","musculoskeletal"
"732.1","Juvenile osteochondrosis","Both",1,"732","musculoskeletal"
"732.7","Osteochondritis dissecans","Both",1,"732","musculoskeletal"
"709.5","Dermatomyositis","Both",1,"709","dermatologic"
"709.6","Other specified diffuse diseases of connective tissue","Both",1,"709","dermatologic"
"709.7","Unspecified diffuse connective tissue disease","Both",1,"709","dermatologic"
"656.22","Interstitial emphysema and related conditions of newborn","Both",1,"656","pregnancy complications"
"656.26","Transitory tachypnea or apnea of newborn","Both",1,"656","pregnancy complications"
"733.9","Chondromalacia","Both",1,"733.9","musculoskeletal"
"733.2","Cyst of bone","Both",1,"733","musculoskeletal"
"949.1","Diaper or napkin rash","Both",1,"949.1","injuries & poisonings"
"441.1","Acute vascular insufficiency of intestine","Both",1,"441","circulatory system"
"441.2","Chronic vascular insufficiency of intestine","Both",1,"441","circulatory system"
"759.1","Anomalies of endocrine glands, congenital","Both",1,"759","congenital anomalies"
"260.3","Adult failure to thrive","Both",1,"260","endocrine/metabolic"
"994.21","Septic shock","Both",1,"994","injuries & poisonings"
"916","Contusion","Both",1,"916","injuries & poisonings"
"338.2","Chronic pain","Both",1,"338","neurological"
"338.1","Acute pain","Both",1,"338","neurological"
"338","Pain","Both",0,"338","neurological"
"195.3","Malignant neoplasm of head, face, and neck","Both",0,"195.3","neoplasms"
